title,rating,date,pros,cons,company,ticker,scrape_date,glassdoor_url
Review During Promotion,5.0,"Oct 23, 2025",I like that fact that they look to promote from inside the company before looking outside the company. The people I work with are all so kind and are always willing to answer any questions.,"The main con I can think of is that the CPP % counts parking. A lot of parking does not get CPP due to the fact that we can only insure the items inside of the vehicle, not the vehicle itself.","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
"Great Place to Work If You Love Boxes, Bolt Cutters, and Existential Questions",4.0,"Oct 14, 2025","Solid company with great benefits—health, dental, vision, and enough PTO to recover from forklift-related emotional trauma. Training is thorough. I now know more about disc locks than any human should. You will become a master of small talk, gate code troubleshooting, and pretending not to panic when someone asks if they can store a python in their unit. Honestly decent coworkers who share your pain and your snacks. Corporate sends swag! Not Xboxes, but hey, a pen is a start.Solid company with great benefits—health, dental, vision, and enough PTO to recover from forklift-related emotional trauma. Training is thorough. I now know more about disc locks than any human should. You will become a master of small talk, gate code troubleshooting, and pretending not to panic when someone asks if they can store a python in their unit. Honestly decent coworkers who share your pain and your snacks. Corporate sends swag! Not Xboxes, but hey, a pen is a start.","The job walks a fine line between storage management and unpaid reality show participant. No couches in the office. Zero. My glutes haven’t touched padding since onboarding. Company meetings are NOT held via Xbox Live. A tragedy for morale, productivity, and my kill/death ratio. Summer heat + non-climate-controlled units = slow-roasting like a human Hot Pocket. You will be asked to explain why someone can’t just “live” in their unit. Weekly.","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
EXTRA Fake Culture,1.0,"Jul 23, 2025",I like the AM work hours,"I do not agree with the amount of perfect practices they make their employees endure. We have a once a week district call and 2 yearly district meetings. The company's values is fake and they have the ""you get what you pay for demeanor"". Since working here the customers complain about the constant Rate increases and the significant jump since they took over Life Storage. The company pushes staff to sell CPP ( Insurance) but make it optional and then try to coach employees on how to basically convince customers they need an additional monthly fee. Their is absolutely no Over Time and they ensure we do not go over time. We are always short staffed, and the DM is condescending at times with his leadership. The job is very repetitive and key word for this company is EXTRA, the customers complain the company is a Bait and switch, and also for staff. Upon being hired they do not tell you the AM will be getting paid less but to do the exact same job as the SM. They force the AM to do the SM job with different pay and less of the monthly bonus because the DM gets apart of the monthly bonus as well. I came in making $19 and got a .57 cent pay raise on my yearly review.","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Ten Years of an Excellent Job,5.0,"Nov 2, 2025","Work Life Balance, awards and recognition, promoting from within, Great DM",There are None at the moment,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
I would think twice before working for Extra Space Storage,2.0,"Jun 29, 2025","There are good customers that could make your day. As long as your district is fully staffed, work-life balance is pretty good.","Upper management places too much focus on metrics and not supporting the people who work at properties. Too often, you are left working a site alone with last minute call offs or not enough staff to provide you the help that you need. Company culture has moved in the direction of being totalitarian. Some customer can be erratic due to drug use, which can be scary. There is fear of coming into contact with dangerous substances when having to enter a customers storage unit due to our auction process (Or for any other reason...). Pay is relatively low for the market considering cost of living has gone up exponentially, but pay has stayed low. There are not that many holidays that are recognized, so you will be stuck working on most holidays. Facility audits are intense and stressful. There are many opportunities for failure in sections of the audit that are out of your control. There is still no sick leave and management just claims that this is all been rolled into one large amount of PTO.","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Good company / poor recognition,3.0,"Sep 25, 2025",Good pay for location Family time is always achievable Ability to learn and grow within the company and position.,"Poor pay for work and effort needed. With days off its hard to feel like youre ever refreshed. You can learn and grow, when spaces are available. However employees that do not want the position or those who do not deserve it do not face consequences.","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Not enough paid holidays and pto,3.0,"Oct 26, 2025","Work independently, consistent schedule and hours","Boring long day with lots of cleaning, bonus isn’t very much and pay is low","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
ExtraSpace is Extra Exemplary,5.0,"Oct 9, 2025","Great Team, Great Location, and Great Place to work. They are really good to you here and also offer many benefits to us employees here. They also recognize your awesome work as well!",You don't have two days off in a row here. You will always have split days off!,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Great Company,5.0,"Oct 15, 2025",This is a great company to work for. I have learned a lot from others that has helped with my new position. Communication is the key.,No cons that I have.,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
1 Year,5.0,"Oct 23, 2025","Great Team to be a part of, teamwork is amazing",I really don't have any this far,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Great Team,5.0,"Oct 16, 2025",It's not easy to find a company with values like Extra Space. They also pay for shoes and uniforms.,not enough in stock with shoes and unforms.,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
,3.0,"Jun 6, 2025",The professionalism and growth is Major with this Company. Customers are great and your peers are always available with answers.,"The Pay is God Awful! The cost of living jumped 53% is the last 5 years in NJ, but the yearly pay increases is only 3 % if you exceed expectation. 99% of employees for Extra Space are given 2-2.5 for meeting expectation. For all the responsibilities put on our plates, the yearly increases is just laughable, This company is growing so fast and profits are at an all time high, but it all on the backs of the managers on the front lines. These profits would not be possible without their effort and they have nothing to show for it.","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
A Great Company!,5.0,"Oct 3, 2025","I can't say enough good! I feel valued and respected by my upper management, I feel I am fairly compensated for the work expected of me. I have great benefits also.","Only con I see about my job is the distance I drive everyday but, I feel the company makes it worth my while to commute than look for another job closer to home.","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
,3.0,"Oct 22, 2025",Being self sufficient; off on Sundays and paid holidays,Depending on the property the job can very demanding,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Extra Space Storage,5.0,"Sep 5, 2025","Best job of my long career — company culture is second to none. Leadership truly cares about employees and sets us up for success. CEO Joe Margolis is an outstanding leader: kind, caring, fun, and brilliant. He makes the workplace enjoyable while pushing the company forward. Opportunities for growth, supportive management, and a strong team environment. Great work-life balance and a company that actually lives its values.","Honestly, very few. Like any company, there are challenges, but nothing that overshadows the positive culture and leadership.","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Advancement from AM to SM,4.0,"Sep 11, 2025","Plenty of support from coworkers, including AM's, SM's, DTL's and DM's. Excellent resources available (SharePoint, Workday, etc.) to further my knowledge and provide easy access to articles that pertain to specific areas of the ESS sales and operational models.",Learning the auction process is a bit challenging as an AM. Floating from store-to-store prevents AM's from seeing the auction process through from start to finish. Adding a dedicated day(s) of face-to-face auction training during the first 90 days of hire would be a great benefit.,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
A Great Place To Work,5.0,"Aug 26, 2025",The pros are so huge i cant name them all. But i will acknowledge Karla Galvez-Lopez on being one of the best DTL/SM around because i was able to learn so much and become in my opinion one of the most equipped AM's around . And Matt Luba for being a great leader in guiding me as he became my DM. And cant Forget Craig Gosnell for even giving me an opportunity to even work for this company and become the person i am today.,When they appear i will list them. until then its been good. Well crazy customers are the only CON.,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Waste of time,1.0,"Oct 23, 2025",I can't think of any regarding this.,"They advertise jobs that are not available. They are listed as jobs being hired for, but they are never filled, no responses sent.","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
ESS is one of the best places to work!,5.0,"Oct 3, 2025",- friendly and supportive staff - helpful and attentive management - good benefits - management actually cares about their employees - great work-life balance - good pay - promotes from within,"- not about the company, but sometimes you have to deal with very challenging customers.","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
It’s okay,3.0,"Sep 4, 2025",Hours aren’t terrible you get the major holidays off,Pay- do not expect to get a fair pay. With that will not evaluate pay once you start. Raised the starting pay but gave current employees nothing. So someone that’s been here for years knows what they are doing and does a good job makes the same (some less than) as the new employees,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Solid company with Solid benefits,5.0,"Oct 15, 2025","experienced management, heavy focus on training and improving",There are none that are worth pointing out.,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Ok job,3.0,"Oct 17, 2025",Helping customers and coworkers was nice,Dm did not care about the safety of staff,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
"Great people, excellent work-life balance",5.0,"Sep 6, 2025","I've worked here for several years and the people are genuinely nice and easy to work with - no jerks or big egos. The company invests heavily in technology and moves quickly, so the work stays fresh and exciting. Outstanding work-life balance across all levels.","No major downsides, but if I had to mention something, teams like marketing follow a ""small but mighty"" approach, so there may be fewer promotion opportunities. That said, if you perform well and work hard, they do take good care of you compensation-wise.","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Great work environment,5.0,"Oct 15, 2025",Good people and good culture,Nothing really good place to work,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
1 yr work anniversary reviw,2.0,"Sep 2, 2025",Staying active Customer service growth,Financial stress Lack of motivation Stress from instability,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
,2.0,"Oct 11, 2025",Full time position and benefits,"Split days off, not many holidays","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Best job ever,5.0,"Oct 5, 2025",tons of support for everyone! Able to take ownership! Simple task! Stress free!,"Pay could be higher, hour feel like your whole day.","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
1 year anniversary 💚,5.0,"Sep 16, 2025",I've really enjoyed this past year at Extra Space storage. I have experienced great support and encouragement from upper management. They really work hard at helping us when life happens.,"The only thing that I struggled with was not having a full weekend off work. However, I've really enjoyed the benefits of having a weekday off to plan and enjoy.","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
"Great place to work, but...",4.0,"Aug 19, 2025","Extra Space Storage is a great place to work. Great people. Great culture. Outstanding work/life balance. Incredible environment. Oh, and you get very well fed.","Getting recognition for past experience and skill sets is very hard to come by, even after months of proving yourself. I've found myself previously workinging under a manager who was underqualified and underexperienced for thier role, which resulted often in conflict.","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
1 Year Review,4.0,"Sep 1, 2025","Job Security, Decent Pay, leadership cares and values feedback, Flexibility and friendly work environment. Growth is encouraged and learning opportunities are always available upon request.",No consistent work schedules (was made aware of this during the hiring process). Getting desired time off (especially during holidays) can be challenging. At times the job can be stressful due to interactions with rude customers or lack of support from co-workers (especially with heavy work loads on any specific day) .,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
People First,5.0,"Oct 2, 2025",Flexible hours to meet your needs. Training starts day one. Several heath benefits including on site gym.,90 day before work from home options.,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
LOVE MY JOB,5.0,"Sep 29, 2025","5 Day Work Week, 1 day off during the week, Great work atmosphere, Chances to move up in the Company.",I have None at this time,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Extra Space Storage is an Extra-Ordinary place to work,5.0,"Sep 16, 2025",Competitive salary and meets their commitment of ensuring a true work/life balance. Extra Space is a company that truly cares about its employees not just as a workforce but as human beings.,Bonus structure could be better.,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Great people,4.0,"Aug 19, 2025","This was one of my fav jobs honestly. After covid I joined the WFH sales team, and it was a great opportunity to gain more insight in the business. I had great leadership and a great team. I do believe this company cares about their employees.","Burn out, excessive calls, not too much can do when expressing your work load. Overall, if it wasn’t for the burn out and constant low staff, I would’ve stayed longer.","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
A Breath of Fresh Air,5.0,"Jan 10, 2025",Working here is home away from home when spending most of your week with colleagues you just want to feel safe and secured and extraspace is the place where you can rely on your team to give you that sense of peace and encouragement you need to exceed in this field where a judgement free zone and just like All State insurance working with this company your in great hands from the district team leaders your general managers and fellow peers are waiting for someone like you to join the team !! So what are you waiting for? pick up that device and apply i can't wait to meet you guys soon and Good Luck & welcome to the Extra Space Family :),Just like any other job you will face some challenges weather its a customer service issue or as simple as just miscommunication believe in yourself to have the patients to overcome any problems solving issues and know you have a solid team and company behind you to guide you and help you with the tools you may need to overcome these obstacles you are not alone or will be alone we are here to help you be the best YOU,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
The pros of Extra Space,5.0,"Sep 15, 2025",Time management Work-life balance Great benefits Great Peers,there are literally none applicable but I need 5 words minimum so yeah here we go,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Amazing Teamwork,5.0,"Aug 14, 2025",The Leadership team is super helpful and really cares about your developmental goals in to becoming a store manager. Health plans are available 401K and 401K Roth and much more! excellent communication and team work spread sheets available to covering ams to find to help run the store Plenty of opportunities to grow,It doesn't happen often but last minute call off happen and you have to cover a store that you have no knowledge where anything is at and its the first time being there and you don't know what's going on with that site,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Great place to work,5.0,"Sep 24, 2025","Great coworkers 
always someone there to help you
always something to do",Not really too many cons besides cleaning units but that really isn't bad at all.,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
"Customer Service Oriented, but Easy Work Most of the time.",4.0,"Sep 10, 2025","Competitive Pay, Fair Benefits and Health Insurance options.","Micromanagement, Frequent Changes to Policies & Procedures, as well as Performance Indicators","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
You are just a number,1.0,"Jun 29, 2025",I would say that I have worked with a great team (coworker not leadership). Employees (assistant manager and store manager hard with each other. ),"The is pay is horrible compared to the work load. Let's just say that a that a full time employee will need other source of income to survive. The company benefits are dragging and expect a 10 cent raise (I am not exaggerating). For example, I worked for the company for 7 years which when I started with $13.00 and when I got fired it was $14.75, that is slap in the face and they should feel ashamed of themselves.","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Growing a Career Here!,5.0,"Jul 8, 2025","The atmosphere is amazing! Everyone is kind and helpful. We really are a team here at ESS. Guaranteed 40 hours a week, end of month bonus (for everyone), PTO/ Sick time, 401k, Roth IRA, Stocks, Health benefits. They understand that life happens and they don't tear you down for it.","Not all districts are the same, depending on the leadership in a district will determine the type of experience you will have as an employee.","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Just rough,3.0,"Sep 24, 2025",Solid work Can get very slow somedays Good benefits,Barely any holidays off Management changes a lot,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Great company,5.0,"Sep 17, 2025",Excellent work life balance Supportive management team Lots of room for growth,Nothing that I can think of.,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Great work Life balance,4.0,"Dec 18, 2024",the hours are great. 9:30-6pm and Sunday's off makes for a great work/life balance. Friendly atmosphere and understanding DM's makes the environment welcoming and comfortable,"Bonus's and incentives leaves more to be desired. The opportunity for growth is not really there, unless a manager or district manager leaves, and across the board work ethic is not there and sometimes it feels as though a few are expected to carry the many not upholding their end of the bargain.","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Great internal co-workers,2.0,"Sep 16, 2025",Peers always willing to help,Every employer has a bad egg once in a while.,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
"Job is cool, customers not so cool",4.0,"Jul 17, 2025","Routine, great team culture, and able to take time off when needed. Great support from team leads.",Customers can be rude and hostile because they don’t pay their bills or extra space doubles their rent and they can’t afford it. It’s very exhausting dealing with that part of the job.,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Best Company To Work For,5.0,"Aug 22, 2025",-Supportive team that feels like a big family -Good work-life balance -Opportunities to grow and learn new skills -Clear communication from leadership - Great pay and benefits -Recognition for hard work - Safe and comfortable work environment -Job security,- Wishing I applied to work for Extra Space earlier in my career,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Great experience,5.0,"Aug 22, 2025","They have great training, support and work culture. The team I work with have been wonderful. Office is closed Sunday.","You will often work on Saturdays but you know that going in so it's not really a con, but this is a required field so I'll say that.","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
bittersweet,4.0,"Jul 23, 2025","I have worked two separate districts since onboarding, both have some great people!","Both districts I've worked in have micro-managers, one is a DM and the other is a DTL. These two people have made work more frustrating because of the micro-management. These two are the only reason I've kept my resume close.","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Amazing job,4.0,"Sep 7, 2025","Amazing company 
Loved job and climate 
Good pay 
Challenging","District sold and was unemployed after the sell
No follow up from from company","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
pays the bill,3.0,"Sep 12, 2025","basic 9-5 , loved my coworkers","Raises our low , Higher ups suck .","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Work Life Flexibility,5.0,"Sep 4, 2025",Your shift will never be scheduled past 6pm. Plenty of team support and morale. Advancement opportunities. Job security.,I really don't have any cons.,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Work Life Balance Poor Management,2.0,"Jan 6, 2025","The workload is manageable and predictable, with ample free time that can be a positive depending on your personality. It's easy to stay busy each day. Customers are generally friendly and appreciative, though not always. The work-life balance is excellent, with set hours and no Sunday work, plus every other Saturday off.","The pay is just slightly above the national average. You could potentially shine and earn a maximum 4% raise, or you could switch companies and secure a 20% salary increase for doing the same job. While growth opportunities are claimed to be available, they often require relocating to a different state for the role you want, and positions like DTL, DMIT, and DM are rarely available. Corporates anti-consumer practices, such as raising rates by over 100% a month, Creating frustration for employees who lack power and must deal with negative customer reactions. Be prepared to work independently frequently, as short staffing leads to long commutes across numerous locations, with many managers being hired simply to fill positions rather than based on the right qualifications. This often leaves other managers picking up the slack, as they can't adequately cover their sites. Managers are allowed to apply different rules at their locations, making the job more complicated. There is too much flexibility in expectations, leading to major favoritism.","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Great Place to Work,5.0,"Sep 7, 2025","Culture, autonomy, and opportunity to advance.",Work load can increase due to the growth of the company.,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Good but some drawbacks,4.0,"Aug 20, 2025","Good hours, no Sundays, set day off each week, good upper management, good company culture, advancement opportunities","Sometimes problematic customers, hard to get coverage when short-staffed, pay should be higher since 1 person is mainly running a whole site and doing everything","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Company lacks culture,3.0,"Sep 3, 2025",Working alone most days and having a direct impact on your personal performance,"A lot of gossiping, inappropriate behavior and favoritism","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Benefits,5.0,"Sep 3, 2025","Good Benefits, Sunday's off, Monthly Rental Incentive.","Minimal Raises, changing scheduled to accommodate staffing needs.","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Great People,5.0,"Jul 14, 2025","The best thing about working for Extra Space is the Management I work under, My DM is so down to earth and doesn't try to be someone that he is not. He talks to people on a level of appreciation. Thank You Tarik for being who you are and doing the job you do so well.",It is a little difficult to work banker hours I wish we opened the office earlier,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Grateful for Extra Space!,5.0,"Aug 21, 2025",Everyone in the management team from District manager to District Team Lead is awesome.,I hope you can help us increase our rates per hour. Thank you!,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
