title,rating,date,pros,cons,company,ticker,scrape_date,glassdoor_url
Good,4.0,"Jun 25, 2025",Good time off if needed and good pay,"Long hours, management does their own things",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Good company with good benefits,5.0,"Jun 21, 2025",The company offers comfortable work life balance,The company has limited opportunities for growth,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
A Masterclass in Corporate Greed,1.0,"Apr 16, 2025",I don’t work here anymore.,"American Tower has a deep income inequality problem. The median employee salary is just $59,881, yet in 2023, then-CEO Tom Bartlett made $19.7 million, including over $15 million in stock awards. His successor, Steve Vondran, earned nearly $6.9 million, with $5 million in stock. Meanwhile, long-time employees with 10 years of service were earning around $70,000. The company has a staggering 329:1 CEO-to-median-worker pay ratio, yet provides minimal raises, limited upward mobility, and no meaningful retention strategy. What makes this disparity even more striking is that American Tower brought in over $10 billion in revenue in 2023 — despite Glassdoor inaccurately listing it in the $1–5 billion range. This is not a struggling business. It’s an ultra-profitable corporation that actively underinvests in the people keeping it running. American Tower made $2.1 billion in profit in 2023 with about 6,400 employees. If they raised average salaries by $20,000, it would cost roughly $128 million — only about 6% of their net income. That’s it. A single-digit percentage of profit could lift people into competitive, livable compensation — especially those who’ve been loyal for years. Instead, the company funnels tens of millions into executive stock awards while long-timers barely see cost-of-living raises.",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Lack of advancement/Out of touch with market,3.0,"Mar 29, 2025","Espp RSUs People, for the most part",Below market wages No clear path for advancement/career growth Unknown unwritten rules - not applied universally Undergoing a lot of change - 3 CEOs in as many years New CEO increasing time in-office,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
It's like high school,1.0,"Jun 20, 2025",Working at American Tower is like entering a time machine to 2015,Your manager will ask to review your self assessment,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
"Good company, ok career growth",3.0,"May 22, 2025",They sell a product that has demand. The business is stable.,Stagnant career growth opportunities. Wait your turn.,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Toxic Culture,1.0,"Feb 26, 2025",Health Reimbursement Coworkers are able to commiserate with you,"Fore warning to candidates interviewing here...this is a job, A job at a company where you are a number...not a career...you serve one purpose and that is to work as hard as possible for as long as possible for your manager. Toxic Culture focused on squeezing employees for as much as they can. Micromanagement. Micromanagement. Micromanagement. Management team is entrenched in ""Cliques"" of friends who have worked with each other ""forever."" Political games to undercut people/gain power is the name of the game here. It is expected that employees work nights and weekends to keep up with the overloaded amount of assigned work. Flexibility in my group is non-existent. The amount of time leaders have raised their voices and yelled at employees in meetings is alarming. This type of treatment is rewarded by senior management and viewed as ""Driving the Business"" Stretch assignments! AKA additional work that you have to squeeze in for no reward or recognition. Any where you hear the term ""Work Boyfriend or Work Wife"" is an absolute red flag. Everything is policed. Parking. Wifi usage. Badge tracking. Kitchen use. time in and out of the office. active time at computer. lunch. summer hours. I once had a manager who said ""The reason Senior Management has offices around the windows is so we can see who is walking rather than working""",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Very organized,4.0,"Apr 8, 2025",Jobs tasks are set individually and very organized,Can be very repetitive work,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Getting worse,2.0,"Jan 10, 2025","Job security if you take the beatings, pay, and unattainable goals . Paycheck always cashes. That's about it","Leadership and Management are all talk - no change or accountability for them. Doubling down on sweat shop, won't change approach to employees, culture, or update pay and bene's into new millennium.",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Good - but not perfect,4.0,"Nov 23, 2023","The people truly make the job. My team was full of intelligent, hard working, fun people who I became close friends with. Benefits were good. Generous bonus. Good insurance. Lots of other small benefits here and there, such as health and wellness reimbursement, backup childcare subsidy, etc. 3 weeks PTO plus 2 floating holidays 3 months paid maternity leave, paternity leave is offered as well. The job itself is logical, and once you get your feet planted you feel yourself growing.","Mandatory office attendance on Tuesdays and Wednesdays. Not a lot of opportunities to get to the next level. In the 3 years I was there, I saw 1 person be promoted from senior to manager. There are several seniors who are ready or almost ready for the leap, but not a need for more managers. So it’s kind of halting our career progression. Further, without a promotion, the annual salary increase is not matching the market rate for new hires. This causes turnover, which makes the job harder for those who stay. The generous bonus does offset this some, but I gained no buying power with my annual increases (and honestly lost some since inflation is so high)",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Good Company- lots of change,3.0,"Mar 18, 2025",there are great people work here,there is a lot of change happening,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
good company,4.0,"Feb 3, 2025",good company and good people. hybrid. good benefits,there are times when i feel like there is lack of career growth even when you've received exceptional praise every year.,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Great Company,5.0,"Feb 2, 2025","The people are great.
Good benefits.
Hybrid work schedule.",Work is no longer fully remote.,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Good Company,4.0,"Jan 10, 2025","Good benefits, nice office, great people. The company greatly encourages and supports growth outside of your role.",I believe that the base pay could be higher for some roles.,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Company Culture Continues to Decline,1.0,"Jul 11, 2024","Generous PTO and almost every holiday off (except Veteran's Day), Summer outing at Canobie",They continue to increase in office days (3 starting in Sept 2024) and do not listen to feedback from employees on their preferences. Managers are encouraged by upper management to deny PTO requests. CEO is out of touch with what employees want for work life balance. I can see this turning to 5 days in the office as time goes on because every year they have been adding one additional in office today. Benefits are good but that is their excuse for low pay. Used to be a good place to work but now it's all about control and micro-managing from upper management.,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Great Company to Work For,5.0,"Jan 9, 2025",Excellent benefits and generous PTO,Occasional micromanagement and some nepotism (managers hiring friends who may not be the best candidate),American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
OK Company,3.0,"Jan 8, 2025","Good benefits, hybrid schedule, snacks","lack of advancement, lots of back-patting by C-level",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
"Great benefits, decent culture, good work/life balance",4.0,"Nov 2, 2024",Strong emphasis on work/life balance and a great place to work if you are starting a family. Solid overall benefits.,"Large company, can be difficult to find a lane to excel in and to move up the chain. Not the best in terms of compensation.",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
"Fine for a foot in the door, but not long term",3.0,"Oct 9, 2024",Met some nice people working there. Management was relaxed and did not micromanage.,Lacked the resources needed to make this job manageable. No support from corporate for new resources. Very high cash volume with quick turnarounds expected. Stress was not worth the pay.,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Summer Intern review,4.0,"Aug 29, 2024","Great people, willing to teach you every step of the way Had fun bonding excursions with other interns over the summer- escape rooms, dinners, free lunches sometimes, coffee makers, snack areas, your own cubical Did real month-close tasks and interacted with senior accountants and management a lot",You work with one part of the accounting team and don't get much interaction with other interns- I think they are changing this thankfully. You don't get paid as much as other accounting interns at other companies,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
It’s not that great,2.0,"Oct 15, 2024",None I can think of,"The company doesn’t care about what the employees want. No one wants to be in the office, but they just increase in office days to 3 when no one wants that. So many people are quitting. Work/life balance sucks",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Great Company,5.0,"Nov 18, 2024",Awesome learning experience and great company culture. Plenty of opportunity for lateral movement and very great resources,Very niche industry if you can count that as a con,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Great company,5.0,"Dec 12, 2024",great benefits & stock options,"layoffs, company too big to grow",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Rearranging the deck chairs - again...,2.0,"Mar 15, 2024",Good benefits and interesting industry.,"You can see from the stock price change over the last 5 years ($193.65 3/18/19 vs $197.3 3/15/24), the increase in value is terrible. Upper mgmt has been there for years, all they do is rearrange the deck chairs every couple of years. So many employees with the historical knowledge have left. They need a LOT of new blood at the top and current mgmt team needs to go. Very top heavy org chart from Director on up. You can't be promoted to Sr. PM (in engineering at least) unless you have employees to manage. How about recognizing that all projects are not the same and the skills needed to manage complex projects warrant recognition.",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Review,3.0,"Dec 5, 2024",Not much pros for them,Free snacks were very nice,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
this is my review headline,2.0,"Nov 27, 2024",. . . . .,work culture is a little toxic,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Former Employee,5.0,"Jun 6, 2024","The people on the team were fantastic. I felt like ATC, although a large corporation did a good job at keeping the day to day feel more like a smaller business. I respected how ATC supported their employees,","Honestly, I do not have much to say about the downside. I really enjoyed my time there and made some good friendships. I felt like I was never trapped, there was growth opportunity if I pursued it etc.. I just had another opportunity come out of left field that I could not pass up, otherwise I would probably have never left.",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Great place low pay,4.0,"Nov 2, 2024","Great benefits, flexibility and great team culture.",Growth potential is lacking and management is out of touch with work to pay ratio.,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Decent company,3.0,"Nov 5, 2024",Fine job and company but nothing special.,lack of opportunity to expand career,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Company Review,5.0,"Sep 24, 2024","Strong leadership team, profitable industry, everyone receives equity in company, global view, cares about ESG.","Quarterly deadlines, decentralized structure, changes",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Intern Review,5.0,"Oct 2, 2024",Supportive Environment Great Company Culture Good Learning Environment Friendly Corporate Development Team,It is a very Niche business model,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
"If you need a job, you could do worse. If you need a career, you could do way better.",3.0,"Apr 24, 2023",Decent pay Good benefits Comfortable location Friendly coworkers,"It's a gamble whether it will be good to work here based on who your manager is. A few are good, many are bad, and it's a country club. If you complain up the chain, you will be disliked by management and likely see worse performance reviews, and HR is no help at all. Your job will not necessarily be what you're hired for. Your responsibilities won't match the description, and will change without your input or any increase in pay. Negotiation is frowned upon. Management knows best is the mantra. If you push back or give too much feedback, you will be marked as non-compliance and not given promotions or raises. Continue to give too much feedback and they'll find a reason to fire you. Inconsistent management styles. Poor communication between teams and up the chain. Feedback is not wanted by management, but they will tell you that it is. Pay is middling, but raises are also middling and unlikely to be higher than that ever.",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Good Company,3.0,"Sep 30, 2024",Good Company to work for.,None that I can think of.,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
,2.0,"Sep 19, 2024",There isn't too many pros about this place,Corporate world red tape not worth it,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Enjoy,5.0,"Sep 6, 2024",Flexible workplace. Managers are understanding and support your goals.,Workloads can be large to manage,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Okay place to work,5.0,"Jul 2, 2024",Great colleagues No micro managing,Going to 3 days in office Sept 2024 Low compensation Little room for growth in knowledge base and pay,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Chew you up and spit you out,1.0,"Nov 19, 2023",Good benefits and hybrid work,"Ridiculous production goals that are especially impossible to hit when work is slow. Site design work (updating site sketches) has replaced customer drawings, and they hardly count anything toward goals, yet this is the tedious/time filling work that is being handed out (because managers can't provide any real work) with the idea that ""you must hit goal or else!"" Threatened to not provide me with my severance! Backstabbing employees. I had a good midyear review, then company buys a brand new office while laying off many employees including me.",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Typical Corporate Setup,2.0,"Jul 4, 2024",Fine benefits and nice people.,"They pretend to care etc, but it’s mostly just lip service. You really can’t get anywhere unless you know someone or your department is favored.",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Pay is super low,1.0,"Aug 19, 2024",None - Overworked and underpaid,Overworked and underpaid; They do not replace roles and just shift work to others,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Good place to work,4.0,"Jun 10, 2024",Good people to work with,sometimes flexibility is not on the level as other large organizations,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
It was not so good,3.0,"Jun 13, 2024",Good location near local things,Management out of touch with staff,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Great Place to Work,5.0,"Apr 10, 2024",ATC is a great place to work. The culture is fantastic and they treat their employees well. There are ample opportunities to grown and work cross-functionally.,"The main office is in bit of an obscure location. If you do not live near the main office, the commute is difficult.",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Good,3.0,"Jun 6, 2024","Hybrid, young workers and a good team",Underpaid and need more workers,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
American Tower Senior Lease Analyst,4.0,"May 24, 2024","Great company to work for, with great benefits.",Some teams are under-staffed. Mid to High rate of turnover.,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Okay,2.0,"Apr 4, 2024",Good place to work if you have a good supervisor.,"Company doesn't make an effort to keep good employees. In fact, there's a huge effort to create automation and efficiencies to reduce staff. HR is disconnected from employee needs.",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Network engineer,4.0,"Mar 20, 2024","Good management, good work life management, good benefits, good culture.","Very corporate, very “old style tech environment”, growth is very limited. Company restructures the org often",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
"Smart folks, good company",4.0,"Aug 17, 2023","Experience depends largely on your team and management but the Corporate Development team is amazingly supportive, smart, and so hard working. It’s great to be surrounded by intelligent, professional, and knowledgeable colleagues. They certainly make you ‘play up’","1) We need more women and Spanish speaking employees. 2) Salaries could use a bump to keep up with inflation. That would be nice. Everything is so expensive, let’s keep up. 3) Promote the people who do the heavy lifting and use folks to their best potential. I see a lot of underutilization of talent.",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
A Great Place to Work,4.0,"Apr 18, 2024",Lots to learn about a lot of things,Work/life balance is a struggle,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
"Nice place to work, great people",5.0,"Apr 7, 2024","- relaxed environment, nice people to work",- Moving to more days in office,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Contract,3.0,"Apr 10, 2024",Great benefits and company overall,There are no cons for me,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Lots of variety,3.0,"Apr 1, 2024",Great culture and decent pay.,Lots of politics and hard to get promoted.,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Great Company with long tenures,5.0,"Apr 20, 2023",There is much opportunity to move around and try out different roles so there is always a new challenge to be had. During the pandemic they showed they cared and provided tools to be successful. The people who work here tend to have much higher levels of education than other companies in the space I've observed.,"Long tenures of 15 to 20 years means you may need to seek roles outside your organization if you want a promotion. It can be difficult to get people to step out of their comfort zone to try new things. Project management and leasing operations is centralized so the market level customers don't have close relationships as they would if they were local. The customer surveys reflect that. In an industry with strong regional wireless associations, ATC feels absent.",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
,4.0,"Mar 14, 2024",Positive colleagues; diverse; good benefits,Low pay; slow to no career growth,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
,4.0,"Mar 21, 2024",Fun place to work at,Can be rather difficult to move,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Great Comp Package,4.0,"Mar 6, 2024",Reasonable work-life balance for the pay,Less room at the top,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
"Layoffs, Production Mill, Emotionally Reactive VP",1.0,"Oct 10, 2023",You don't have to work hard here. You will get promoted just by virtue of being here longer than someone else.,"Recently the company had lay offs. The company claims to have cut costs elsewhere but is continuing forward with moving us to a brand new multi million dollar office at Fenton, continue to sponsor events for politicians and spending money elsewhere instead of caring about there people. Those that were laid off were told there are open positions that they could apply for, so instead of removing positions with nobody currently working them, active employees were laid off. Personally I believe this is the first of many lay offs within the department. Many within the department are now actively seeking other employment. Within the Engineering Department the Vice President used this as an opportunity to lay off anyone who had questioned him/management in the past. Some of the top engineers are gone instead of those with months of experience or any of the interns. The ""culture"" within the office is horrible. We have been told in the past ""put your head down and work."" Any attempts to improve culture are met with resistance from management, then every department meeting the VP tells us the culture is great and thriving. An engineer asked how we would improve culture once we move to the new office where nobody has a personal desk where they could have picture of their families anymore. Instead of trying to address the concerns the VP openly accosted the engineer in front of the entire department and told them not to question the new office. Overall this place is a production mill, you will get 8-10 collective hours of training at the most then its trial by fire. The only thing that matters is if you hit your production numbers, the work doesn't even have to be correct. I have personally witnessed a registered PE lower the windspeed on a project to get it to pass then say ""lets hope the jurisdiction doesn't notice"" so we would not have to pay to reinforce the structure. There is no opportunity for developing your engineering abilities, no matter how much you seek it out. The department is moving towards a complete automation model where the engineer never touches the analysis. The department is headed in the wrong direction and I believe over the next few years this place will be a skeleton of what it once was. Once automation is set up there is no need for more than 25% of the current staff.",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Good Work-Life Balance,5.0,"Jan 24, 2024","Being such a big company, work is very compartmentalized and I found myself rarely working past 5.",Not exposed to a lot of other aspects of the business.,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
One of the worst employment experiences I’ve had but it could be different for you.,2.0,"May 7, 2023","Good benefits, exposure to many aspects of the company, good compensation package. Office in back bay. Mostly WFH schedule.","Probably the worst year of my life working here, be prepared to miss 7/12 holidays and work late/weekends. Team I was on had a couple great people to work with but overall little to no training structure. Mid management had a micromanaging style and I eventually left because I felt devalued everyday as an employee and person. In the office, you’ll work alone, eat alone. Little to no “team” environment.",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
,2.0,"Jan 30, 2024",Great employees and has great environment.,Engineering work can be repetitive.,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Good company low pay,3.0,"Jan 4, 2024",Good company. Good people hybrid work schedule,Low pay compared to other competitors,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Good Company,3.0,"Jan 3, 2024",Good benefits and work life balance.,Not the best job stability.,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Great company with good benefits,5.0,"Dec 8, 2023",Leadership encourages employee growth and development. The benefits package was great,Communication between departments was sometimes challenging,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
ATC review,5.0,"Nov 23, 2023",It was great. Want to stay until I retire.,Work is remote so no face to face time.,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Poor Leadership,1.0,"Jan 5, 2024","Benefits, schedule, remote employees, perks","Poor leadership, too many job titles, wages, working conditions, harrassment. Company should be investigated by Dept of Labot",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Overall good,4.0,"Nov 2, 2023",Very flexible work time and peers are easygoing,"Communication and management structures, trainings",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Solid Company,4.0,"Oct 13, 2023","Stable, good line of business, good benefits, solid corporate environment.",American Tower struggles with planning and to fill open roles with quality candidates.,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
,4.0,"Nov 7, 2023","People, benefits, culture, leadership, management","Base pay, high turnover, frequent organizational changes",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
I enjoyed working for the company,4.0,"Oct 13, 2023","Benefits, work/ life balance, It was a pretty good place to work overall.",There was some cliquish behavior.,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Work Culture,3.0,"Jun 29, 2023",This company supplies great benefits with yearly salary increases and bonuses based off of the previous year’s performance,People complain here a lot to the point of the in office environment not very friendly in some cases.,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Great company to work for!,4.0,"Sep 26, 2023",Benefits package offered was good.,"While I was employed there, salaries did not match the market average for job title.",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Good people,4.0,"Oct 27, 2023",Benefits were good if elected,There were no cons great place,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Great Company,4.0,"Oct 13, 2023",Solid business model and leadership.,Not innovative regarding technology within the org.,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Good company,5.0,"Oct 4, 2023",international experience is available in Miami,business model is stagnant and lacks growth,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Good Company,4.0,"Sep 25, 2023","Great benefits, affordable employee portion of health insurance, and hybrid work schedule",Only two weeks vacation for the first three years,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
